game_id,game_date,period,stint_id,home_team_id,away_team_id,home_lineup,away_lineup,home_possessions,away_possessions,n_pos,home_points,away_points,start_game_clock,end_game_clock,seconds_played
0021900001,2019-10-22,1,1,1610612761,1610612740,200768_201188_1627783_1627832_1628384,200755_201950_202324_1627742_1628366,13,14,27,12,17,0,3240,324
0021900001,2019-10-22,1,2,1610612761,1610612740,200768_201586_1627783_1627832_1628384,200755_201950_202324_1627742_1628366,3,3,6,4,2,3240,4000,76
0021900001,2019-10-22,1,3,1610612761,1610612740,201586_1626181_1627783_1627832_1628384,200755_201950_202324_1627742_1628366,1,1,2,2,0,4000,4340,34
0021900001,2019-10-22,1,6,1610612761,1610612740,201586_1626181_1627783_1627832_1628384,201950_202734_1626143_1627742_1628404,1,0,1,2,0,4340,4470,13
0021900001,2019-10-22,1,8,1610612761,1610612740,201586_1626181_1627783_1627832_1628384,202734_1626143_1628404_1629026_1629638,1,2,3,1,0,4640,4960,32
0021900001,2019-10-22,1,9,1610612761,1610612740,201188_201586_1626181_1627783_1627832,202734_1626143_1628404_1629026_1629638,4,2,6,4,3,4960,5560,60
0021900001,2019-10-22,1,10,1610612761,1610612740,200768_201188_201586_1626181_1627783,202734_1626143_1628404_1629026_1629638,2,3,5,1,4,5560,6340,78
0021900001,2019-10-22,1,11,1610612761,1610612740,200768_201188_201586_1626181_1628384,202734_1626143_1628404_1629026_1629638,3,4,7,1,4,6340,7200,86
0021900001,2019-10-22,2,12,1610612761,1610612740,200768_201188_201586_1626181_1628384,202734_1626143_1628404_1629026_1629638,2,3,5,2,0,14400,15270,87
0021900001,2019-10-22,2,15,1610612761,1610612740,200768_201188_1626181_1627832_1628384,1628402_1628404_1629026_1629638_1629740,4,3,7,2,6,15270,16480,121
0021900001,2019-10-22,2,18,1610612761,1610612740,200768_201188_1627783_1627832_1628384,201950_1628366_1628402_1629026_1629740,2,2,4,2,5,16480,16910,43
0021900001,2019-10-22,2,21,1610612761,1610612740,200768_201188_1627783_1627832_1628384,201950_1627742_1628366_1628402_1629740,1,1,2,0,3,16930,17210,28
0021900001,2019-10-22,2,23,1610612761,1610612740,200768_201586_1627783_1627832_1629056,201950_1627742_1628366_1628402_1629740,2,1,3,3,0,17210,17640,43
0021900001,2019-10-22,2,25,1610612761,1610612740,200768_201586_1627783_1627832_1629056,200755_201950_202324_1627742_1628366,1,1,2,0,1,17640,18040,40
0021900001,2019-10-22,2,26,1610612761,1610612740,200768_201188_201586_1626181_1628384,202734_1626143_1628404_1629026_1629638,1,0,1,0,0,14790,14790,0
0021900001,2019-10-22,2,27,1610612761,1610612740,200768_201586_1627783_1627832_1629056,200755_201950_202324_1627742_1628366,10,14,24,19,13,18040,21100,306
0021900001,2019-10-22,2,28,1610612761,1610612740,200768_201188_1627783_1627832_1629056,200755_201950_202324_1627742_1628366,2,2,4,1,3,21100,21440,34
0021900001,2019-10-22,2,31,1610612761,1610612740,200768_1626181_1627832_1628384_1629056,200755_201950_1627742_1628366_1629740,0,2,2,0,0,21440,21600,16
0021900001,2019-10-22,3,32,1610612761,1610612740,200768_201188_1627783_1627832_1628384,200755_201950_202324_1627742_1628366,13,12,25,19,14,28800,32110,331
0021900001,2019-10-22,3,34,1610612761,1610612740,200768_201188_1627783_1627832_1628384,200755_201950_1627742_1628404_1629740,2,3,5,2,1,32110,32470,36
0021900001,2019-10-22,3,36,1610612761,1610612740,201188_1626181_1627783_1627832_1628384,201950_202734_1627742_1628404_1629740,1,0,1,2,0,32470,32740,27
0021900001,2019-10-22,3,37,1610612761,1610612740,201586_1626181_1627783_1627832_1628384,201950_202734_1627742_1628404_1629740,2,3,5,2,2,32740,33490,75
0021900001,2019-10-22,3,39,1610612761,1610612740,201586_1626181_1627783_1627832_1628384,202734_1628404_1629026_1629638_1629740,1,1,2,1,0,33490,33690,20
0021900001,2019-10-22,3,42,1610612761,1610612740,201586_1626181_1627832_1628384_1629056,202734_1628404_1629026_1629638_1629740,5,5,10,6,6,33720,35720,200
0021900001,2019-10-22,3,43,1610612761,1610612740,200768_201586_1626181_1628384_1629056,202734_1628404_1629026_1629638_1629740,1,2,3,0,2,35720,36000,28
0021900001,2019-10-22,4,44,1610612761,1610612740,200768_201586_1626181_1627783_1629056,201950_1628402_1628404_1629026_1629740,7,7,14,6,12,43200,45300,210
0021900001,2019-10-22,4,45,1610612761,1610612740,200768_201586_1626181_1627783_1629056,201950_1626143_1628402_1628404_1629026,1,1,2,3,1,45300,45600,30
0021900001,2019-10-22,4,46,1610612761,1610612740,200768_201586_1626181_1627783_1627832,201950_1626143_1628402_1628404_1629026,2,1,3,3,0,45600,46360,76
0021900001,2019-10-22,4,48,1610612761,1610612740,200768_201188_1626181_1627783_1627832,201950_1626143_1627742_1628402_1628404,5,5,10,3,10,46360,47910,155
0021900001,2019-10-22,4,49,1610612761,1610612740,200768_201188_1627783_1627832_1628384,201950_1626143_1627742_1628402_1628404,4,4,8,7,1,47910,49060,115
0021900001,2019-10-22,4,51,1610612761,1610612740,200768_201586_1627783_1627832_1628384,201950_1627742_1628402_1628404_1629740,0,0,0,1,0,49060,49060,0
0021900001,2019-10-22,4,52,1610612761,1610612740,200768_201586_1627783_1627832_1628384,200755_201950_1627742_1628404_1629740,2,2,4,1,5,49060,49520,46
0021900001,2019-10-22,4,53,1610612761,1610612740,200768_201188_1627783_1627832_1628384,200755_201950_1627742_1628404_1629740,2,1,3,3,2,49520,49900,38
0021900001,2019-10-22,4,54,1610612761,1610612740,200768_201188_1626181_1627832_1628384,200755_201950_1627742_1628404_1629740,1,2,3,2,0,49900,50320,42
0021900001,2019-10-22,4,56,1610612761,1610612740,200768_201188_1626181_1627832_1628384,201950_1627742_1628402_1628404_1629026,0,1,1,0,0,50320,50400,8
0021900001,2019-10-22,5,57,1610612761,1610612740,200768_201188_1626181_1627832_1628384,200755_201950_1627742_1628366_1629740,4,3,7,2,3,57600,58720,112
0021900001,2019-10-22,5,58,1610612761,1610612740,200768_201188_1626181_1627832_1628384,200755_201950_202324_1627742_1628366,4,3,7,8,2,58720,59730,101
0021900001,2019-10-22,5,60,1610612761,1610612740,200768_201188_1626181_1627832_1628384,200755_201950_1627742_1628404_1629740,2,4,6,3,0,59730,60600,87
0021900010,2019-10-23,1,1,1610612759,1610612752,200746_201942_1626168_1627749_1627854,202694_203944_1626171_1629019_1629628,12,13,25,10,4,0,2990,299
0021900010,2019-10-23,1,2,1610612759,1610612752,200746_201942_1626168_1627854_1628401,202694_203944_1626171_1629019_1629628,1,1,2,3,0,2990,3440,45
0021900010,2019-10-23,1,3,1610612759,1610612752,200746_201942_1626168_1627854_1628401,202694_203944_1626171_1628372_1629628,1,1,2,1,3,3440,3770,33
0021900010,2019-10-23,1,6,1610612759,1610612752,200746_200752_201942_1627854_1628401,202694_203944_1626171_1628372_1629628,1,0,1,0,0,3800,3910,11
0021900010,2019-10-23,1,7,1610612759,1610612752,200746_200752_201942_1627854_1628401,201959_202694_203944_1628372_1629628,3,4,7,0,6,3910,5030,112
0021900010,2019-10-23,1,11,1610612759,1610612752,200752_201158_201988_1627751_1628401,201959_203944_1628372_1628995_1629628,1,1,2,0,0,5030,5370,34
0021900010,2019-10-23,1,12,1610612759,1610612752,200752_201158_201988_1627751_1628401,201959_201961_203944_1628372_1628995,3,2,5,4,2,5370,6050,68
0021900010,2019-10-23,1,13,1610612759,1610612752,200752_201158_201988_1627751_1628401,201959_201961_202694_1628372_1628995,4,3,7,4,0,6210,7200,99
