game_id,game_date,period,stint_id,home_team_id,away_team_id,home_lineup,away_lineup,home_possessions,away_possessions,n_pos,home_points,away_points,start_game_clock,end_game_clock,seconds_played
0022400001,2024-11-12,1,1,1610612738,1610612737,201143_201950_1627759_1628369_1628401,203991_1630552_1630700_1630811_1642258,9,11,20,8,11,0,2980,298
0022400001,2024-11-12,1,3,1610612738,1610612737,201143_201950_1627759_1628369_1628401,203991_1626204_1629726_1630700_1630811,1,1,2,3,0,2980,3630,65
0022400001,2024-11-12,1,7,1610612738,1610612737,201950_1627759_1628369_1629674_1630202,1626204_1629726_1630168_1630700_1642258,2,2,4,2,2,3630,4290,66
0022400001,2024-11-12,1,8,1610612738,1610612737,1627759_1628369_1629674_1630202_1630573,1626204_1629726_1630168_1630700_1642258,1,2,3,1,3,4290,4530,24
0022400001,2024-11-12,1,9,1610612738,1610612737,1627759_1628369_1629674_1630202_1630573,1626204_1629726_1630168_1630552_1630700,10,9,19,14,12,4530,6940,241
0022400001,2024-11-12,1,11,1610612738,1610612737,1627759_1628369_1629674_1630202_1630573,1626204_1629726_1630168_1630552_1630700,0,1,1,0,1,6940,6940,0
0022400001,2024-11-12,1,12,1610612738,1610612737,1627759_1628369_1629674_1630202_1630573,1626204_1629726_1630552_1630700_1630811,2,0,2,3,0,7170,7200,3
0022400001,2024-11-12,2,13,1610612738,1610612737,201950_1628401_1628436_1630202_1630573,1630168_1630552_1630811_1631223_1642258,4,4,8,6,2,14400,15650,125
0022400001,2024-11-12,2,14,1610612738,1610612737,201950_1628401_1628436_1630202_1641775,1630168_1630552_1630811_1631223_1642258,4,4,8,4,7,15650,16990,134
0022400001,2024-11-12,2,16,1610612738,1610612737,201950_1628401_1629674_1630202_1641775,1630168_1630552_1630700_1631223_1642258,1,2,3,0,0,16990,17540,55
0022400001,2024-11-12,2,20,1610612738,1610612737,1628369_1628401_1629674_1630573_1641775,1626204_1629726_1630168_1630700_1642258,1,1,2,2,2,17540,18280,74
0022400001,2024-11-12,2,23,1610612738,1610612737,201143_1628369_1628401_1629674_1630573,203991_1626204_1629726_1630700_1630811,1,1,2,3,0,18280,18700,42
0022400001,2024-11-12,2,24,1610612738,1610612737,201143_1627759_1628369_1628401_1629674,203991_1626204_1629726_1630700_1630811,2,2,4,5,3,18700,19160,46
0022400001,2024-11-12,2,25,1610612738,1610612737,201143_1627759_1628369_1628401_1629674,203991_1626204_1630552_1630700_1630811,3,3,6,3,6,19160,20090,93
0022400001,2024-11-12,2,26,1610612738,1610612737,201143_201950_1627759_1628369_1628401,203991_1626204_1630552_1630700_1630811,1,2,3,3,1,20090,20460,37
0022400001,2024-11-12,2,27,1610612738,1610612737,201143_201950_1627759_1628369_1628401,203991_1629726_1630552_1630700_1630811,5,5,10,6,4,20460,21590,113
0022400001,2024-11-12,2,28,1610612738,1610612737,201950_1627759_1628369_1628401_1630202,203991_1629726_1630552_1630700_1630811,2,0,2,2,0,21590,21600,1
0022400001,2024-11-12,3,29,1610612738,1610612737,201143_201950_1627759_1628369_1628401,203991_1630552_1630700_1630811_1642258,12,11,23,14,12,28800,31970,317
0022400001,2024-11-12,3,34,1610612738,1610612737,201950_1627759_1628369_1629674_1630202,1626204_1629726_1630168_1630700_1642258,3,4,7,2,2,31970,32800,83
0022400001,2024-11-12,3,35,1610612738,1610612737,201950_1627759_1629674_1630202_1630573,1626204_1629726_1630168_1630700_1642258,3,2,5,0,2,32800,33480,68
0022400001,2024-11-12,3,36,1610612738,1610612737,201950_1627759_1629674_1630202_1630573,1626204_1629726_1630168_1630552_1630700,1,3,4,2,7,33540,34480,94
0022400001,2024-11-12,3,37,1610612738,1610612737,1627759_1628401_1629674_1630202_1630573,1626204_1629726_1630168_1630552_1630700,1,1,2,4,3,34480,35080,60
0022400001,2024-11-12,3,38,1610612738,1610612737,1627759_1628401_1629674_1630202_1630573,1626204_1629726_1630168_1630700_1642258,4,3,7,4,4,35080,35840,76
0022400001,2024-11-12,3,39,1610612738,1610612737,1627759_1628401_1629674_1630202_1630573,1626204_1629726_1630168_1630552_1630700,1,0,1,0,0,35840,36000,16
0022400001,2024-11-12,4,40,1610612738,1610612737,201143_1628369_1628401_1630202_1630573,1626204_1629726_1630168_1630552_1630700,3,3,6,3,2,43200,44210,101
0022400001,2024-11-12,4,41,1610612738,1610612737,201143_1628369_1628401_1630202_1630573,1626204_1630168_1630552_1630700_1630811,0,1,1,0,0,44210,44320,11
0022400001,2024-11-12,4,42,1610612738,1610612737,201143_1628369_1628401_1630202_1630573,1626204_1630168_1630552_1630811_1642258,4,4,8,3,9,44500,45710,121
0022400001,2024-11-12,4,44,1610612738,1610612737,1628369_1628401_1629674_1630202_1630573,1629726_1630168_1630552_1630811_1642258,1,1,2,1,2,45710,46140,43
0022400001,2024-11-12,4,46,1610612738,1610612737,1627759_1628369_1628401_1629674_1630202,1629726_1630168_1630552_1630700_1630811,6,5,11,6,7,46140,47620,148
0022400001,2024-11-12,4,49,1610612738,1610612737,201143_201950_1627759_1628369_1628401,1626204_1630168_1630552_1630700_1630811,9,11,20,12,13,47620,50400,278
0022400002,2024-11-12,1,1,1610612765,1610612748,202699_203501_1630595_1631093_1631105,201567_1626179_1628389_1629312_1629639,8,6,14,10,0,0,2480,248
0022400002,2024-11-12,1,4,1610612765,1610612748,202699_203501_1630595_1631093_1631105,1626196_1628389_1629639_1631107_1631170,4,5,9,7,6,2480,3790,131
0022400002,2024-11-12,1,6,1610612765,1610612748,202699_203501_1627736_1630191_1630595,1626196_1628389_1629639_1631107_1631170,1,1,2,0,0,3790,3980,19
0022400002,2024-11-12,1,7,1610612765,1610612748,202699_203501_1627736_1630191_1630595,1626196_1628389_1629130_1629639_1631170,2,1,3,4,2,3980,4410,43
